<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20150611;000000;146.0000000;146.0000000;144.0500000;145.4000000;18760700
20150615;000000;144.5000000;145.8000000;142.3500000;144.9500000;30940130
20150616;000000;144.9500000;147.1500000;144.8700000;146.0000000;22739570
20150617;000000;146.3000000;148.4800000;145.5600000;147.6000000;24443190
20150618;000000;147.7200000;149.1700000;146.2000000;147.1500000;26804420
20150619;000000;147.3000000;148.7000000;146.3300000;147.1500000;26384100
20150622;000000;147.4700000;149.2000000;146.9100000;148.5000000;19545210
20150623;000000;148.7200000;149.3900000;145.8200000;146.2500000;25616230
20150624;000000;146.7100000;148.1100000;145.8300000;146.6800000;18382280
20150625;000000;146.1700000;147.6600000;143.7000000;143.7000000;21524410
20150626;000000;143.7000000;145.4900000;142.6100000;145.1800000;16787960
20150629;000000;143.8000000;144.5000000;142.5100000;143.5900000;15496130
20150630;000000;143.4800000;145.9500000;142.2500000;145.8500000;26509850
20150701;000000;145.5100000;146.9500000;144.6800000;145.5000000;16183780
20150702;000000;145.5100000;146.9000000;144.8000000;145.8000000;16016220
20150703;000000;145.8300000;146.0500000;144.0000000;144.3300000;11657130
20150706;000000;143.5200000;144.0600000;141.2500000;143.0000000;18776620
20150707;000000;142.7500000;144.8600000;142.0300000;142.5000000;28934320
20150708;000000;142.5000000;142.9400000;139.5500000;141.5000000;28932200
20150709;000000;141.9000000;143.8500000;141.3700000;143.7700000;22474070
20150710;000000;144.0000000;144.7000000;143.5000000;143.9000000;19868430
20150713;000000;143.6000000;145.3500000;143.4000000;145.2700000;23794210
20150714;000000;145.3100000;146.5000000;144.1600000;146.5000000;26926020
20150715;000000;141.4900000;143.3800000;141.0000000;142.7000000;28522100
20150716;000000;142.5900000;144.2000000;142.0100000;144.2000000;15378670
20150717;000000;143.6900000;145.6400000;143.4000000;143.6000000;21095810
20150720;000000;143.9600000;144.2000000;140.5000000;141.7800000;19865830
20150721;000000;141.5000000;142.4500000;139.9600000;141.4100000;22575110
20150722;000000;140.9500000;141.0100000;138.7100000;140.8000000;27930110
20150723;000000;140.6000000;140.8000000;138.3200000;138.3700000;20543130
20150724;000000;138.1100000;138.3400000;135.8500000;136.4100000;30554610
20150727;000000;136.1500000;136.3700000;133.1300000;134.5100000;31601810
20150728;000000;134.4000000;136.3600000;132.7700000;135.0500000;29390020
20150729;000000;135.2000000;138.7000000;134.3500000;138.7000000;26493280
20150730;000000;138.5000000;140.4400000;138.0400000;139.8000000;24082180
20150731;000000;139.4300000;142.6000000;137.8500000;142.5000000;31355850
20150803;000000;142.0000000;143.1500000;139.9000000;141.4500000;26249390
20150804;000000;141.2300000;142.7500000;140.1500000;141.8900000;26549640
20150805;000000;142.2400000;143.9500000;140.7500000;143.7800000;25633250
20150806;000000;143.0600000;143.7400000;140.2300000;140.8800000;36108900
20150807;000000;141.0700000;142.2000000;140.5000000;141.3400000;20833760
20150810;000000;141.2500000;141.6000000;138.0000000;141.5000000;41617500
20150811;000000;141.5000000;143.3000000;141.0500000;141.9700000;32830970
20150812;000000;141.2200000;143.2000000;140.1000000;142.9900000;26170790
20150813;000000;143.3000000;144.5000000;142.7200000;143.7000000;25336670
20150814;000000;143.7000000;145.4500000;142.9000000;144.8000000;25160600
20150817;000000;144.4900000;144.8900000;142.7600000;144.2500000;24209490
20150818;000000;143.6200000;143.9000000;141.7000000;142.6500000;20538860
20150819;000000;142.5000000;143.6000000;139.8000000;140.8000000;30830170
20150820;000000;140.1000000;143.0000000;139.8200000;142.6400000;35502830
20150821;000000;141.5300000;143.0000000;140.2100000;140.2900000;25971960
20150824;000000;139.0000000;139.0000000;134.1000000;135.3500000;51568300
20150825;000000;135.7200000;141.0000000;135.7200000;140.4000000;44100110
20150826;000000;140.2100000;141.9500000;138.5100000;140.5100000;34481810
20150827;000000;141.8500000;144.8000000;141.5900000;144.6000000;32615330
20150828;000000;145.3000000;147.3500000;143.0400000;146.6000000;38320160
20150831;000000;145.8900000;148.1900000;145.1600000;148.1900000;28825930
20150901;000000;148.1900000;148.2000000;143.7000000;144.5000000;35201510
20150902;000000;144.1000000;145.5000000;142.2500000;142.5700000;33514300
20150903;000000;143.6800000;145.9500000;142.7000000;145.3000000;28087010
20150904;000000;144.9000000;145.1300000;142.1700000;142.8000000;25838880
20150907;000000;142.5100000;143.4000000;141.3200000;141.6700000;17910740
20150908;000000;142.2700000;144.3900000;142.2300000;143.2100000;22287490
20150909;000000;144.3000000;145.4000000;144.1100000;144.2200000;21087450
20150910;000000;143.6100000;144.7800000;142.3500000;142.9900000;24683390
20150911;000000;143.2600000;143.5000000;141.2000000;142.4000000;25360800
20150914;000000;142.2600000;143.8700000;142.1000000;143.5800000;20550770
20150915;000000;143.5500000;143.8000000;141.4500000;141.9500000;24385460
20150916;000000;142.4000000;143.1700000;141.6000000;142.9100000;27457960
20150917;000000;142.9900000;143.2700000;142.3100000;142.8000000;14278750
20150918;000000;143.3400000;143.4000000;139.1000000;139.5000000;44180900
20150921;000000;140.1100000;140.8400000;138.8200000;139.4500000;20702670
20150922;000000;139.7100000;139.7100000;135.6800000;136.4000000;36495050
20150923;000000;136.4000000;136.8800000;133.3800000;134.3000000;45293240
20150924;000000;134.5700000;134.7800000;131.5000000;132.2000000;37779360
20150925;000000;132.6100000;134.5500000;132.5400000;133.8500000;35599560
20150928;000000;134.1000000;134.2700000;130.3700000;130.9000000;30723290
20150929;000000;130.6000000;134.0600000;130.3600000;133.2000000;30520020
20150930;000000;133.8100000;135.7300000;132.8000000;134.5500000;43368480
20151001;000000;134.6800000;135.6000000;131.5100000;132.9000000;34048410
20151002;000000;132.7700000;133.1700000;131.0200000;131.5000000;26853130
20151005;000000;132.4900000;136.8000000;132.2700000;136.8000000;38844980
20151006;000000;136.9400000;137.9000000;135.1700000;137.8700000;38642900
20151007;000000;138.0800000;140.0000000;136.7500000;140.0000000;42695320
20151008;000000;139.3100000;141.1500000;138.3500000;139.8000000;41743300
20151009;000000;140.6300000;145.3200000;140.6100000;143.8100000;64750430
20151012;000000;143.8800000;144.9900000;140.7200000;141.7000000;29299720
20151013;000000;141.0200000;141.8000000;138.8100000;141.8000000;31604030
20151014;000000;141.1700000;143.3600000;140.5000000;142.0100000;25501410
20151015;000000;142.3400000;144.1600000;142.2100000;142.6100000;22733980
20151016;000000;143.7200000;144.1600000;140.2000000;141.0000000;28896590
20151019;000000;140.8200000;141.5200000;138.6200000;140.2700000;27830910
20151020;000000;140.7200000;140.7700000;138.6000000;140.4000000;28908560
20151021;000000;140.2900000;140.6400000;138.2000000;139.4900000;32434520
20151022;000000;139.3900000;140.1700000;138.8800000;139.2500000;24983360
20151023;000000;139.7000000;140.1900000;138.5000000;138.9400000;30146610
20151026;000000;139.1000000;139.9900000;136.6500000;138.5000000;32861500
20151027;000000;137.3700000;138.5000000;135.6600000;138.5000000;35904460
20151028;000000;138.2500000;138.3400000;135.8000000;138.1000000;36155860
20151029;000000;138.2500000;138.3000000;135.5200000;136.1100000;27852820
20151030;000000;136.0400000;136.6600000;135.1800000;135.7500000;23783680
20151102;000000;135.4600000;137.8000000;135.1200000;137.8000000;23014600
20151103;000000;137.6900000;142.0000000;137.4100000;141.7500000;38369930
20151105;000000;141.8800000;142.9400000;140.4800000;140.9700000;36746220
20151106;000000;140.9100000;142.3000000;137.3000000;137.7500000;34912550
20151109;000000;138.0800000;138.3400000;135.7000000;136.5000000;26029040
20151110;000000;136.4200000;136.9500000;135.3200000;135.5800000;27148220
20151111;000000;135.8900000;136.6500000;134.6000000;135.0000000;30502590
20151112;000000;135.1000000;138.8700000;134.5300000;136.6000000;50062350
20151113;000000;136.4400000;137.3600000;135.7000000;136.0000000;28839490
20151116;000000;136.4400000;139.2000000;135.6000000;137.2100000;35780450
20151117;000000;138.2700000;143.5000000;137.8200000;142.7500000;61481020
20151118;000000;142.8400000;147.9500000;141.7800000;147.4700000;51720780
20151119;000000;148.1400000;149.9800000;145.1700000;147.5000000;61575170
20151120;000000;146.2000000;148.9100000;144.7400000;148.0500000;30756730
20151123;000000;147.8300000;152.0000000;145.8800000;152.0000000;42917610
20151124;000000;151.8200000;152.8400000;144.7000000;145.6500000;60229750
20151125;000000;146.0100000;147.0700000;142.2600000;143.9900000;43511250
20151126;000000;144.2900000;146.2100000;141.8600000;143.2000000;31468580
20151127;000000;142.9900000;143.1000000;140.6200000;140.6500000;29712390
20151130;000000;140.4000000;142.4700000;138.0000000;138.0000000;39789880
20151201;000000;140.0000000;140.0000000;136.8800000;137.4200000;24873380
20151202;000000;137.6000000;139.4500000;136.3000000;136.8500000;28300650
20151203;000000;136.5300000;140.6600000;136.5300000;140.0000000;41859050
20151204;000000;140.4400000;141.6000000;137.0000000;137.7000000;37005860
20151207;000000;137.7000000;138.5800000;134.3000000;134.5000000;37330020
20151208;000000;134.3100000;135.5600000;133.2800000;134.6500000;35578850
20151209;000000;134.9300000;136.2000000;134.4000000;135.8100000;25635980
20151210;000000;135.6500000;136.8200000;135.0000000;135.6000000;25901290
20151211;000000;135.2400000;135.6000000;132.5000000;133.8000000;27466750
20151214;000000;133.0200000;133.1800000;130.9000000;131.5900000;34262340
20151215;000000;132.2400000;134.9000000;132.1000000;134.4000000;31372280
20151216;000000;134.5000000;135.1700000;133.9500000;134.5000000;20565320
20151217;000000;134.6500000;138.6900000;134.6500000;137.9000000;45358050
20151218;000000;137.2700000;137.3900000;132.2500000;132.2500000;38497300
20151221;000000;132.2000000;133.9400000;131.0000000;131.5000000;28366260
20151222;000000;132.0000000;133.5400000;131.8100000;133.2000000;19980360
20151223;000000;133.5200000;135.3000000;133.3500000;135.3000000;26750860
20151224;000000;135.8000000;138.0800000;134.4500000;136.0000000;36684830
20151225;000000;136.4700000;136.4700000;134.0300000;134.4800000;14857980
20151228;000000;134.3500000;135.4000000;133.7600000;134.9700000;11790710
20151229;000000;135.2600000;137.5500000;134.7400000;137.4900000;21496980
20151230;000000;137.4800000;137.4900000;135.4500000;136.0900000;17564580
20160104;000000;135.8900000;136.6500000;134.4200000;134.9100000;12395710
20160105;000000;134.8500000;137.2800000;134.6100000;136.4500000;14255210
20160106;000000;136.3500000;136.9300000;135.3000000;135.9400000;10389120
20160111;000000;132.9700000;133.6500000;131.1000000;131.3800000;33815800
20160112;000000;130.5000000;135.2500000;130.1000000;133.5400000;39615850
20160113;000000;134.1700000;134.4800000;131.2000000;131.3000000;30791480
20160114;000000;130.9700000;131.4900000;129.0100000;130.8600000;43894870
20160115;000000;130.3100000;132.4300000;125.0500000;125.1000000;62083070
20160118;000000;124.8100000;126.3000000;122.7500000;124.6000000;35851240
20160119;000000;125.5100000;128.4000000;125.3000000;125.9800000;36425490
20160120;000000;123.6000000;125.8300000;122.8000000;125.8300000;35168480
20160121;000000;126.0100000;128.0900000;125.5500000;127.7500000;34199110
20160122;000000;129.9900000;132.9800000;128.3400000;132.4000000;57240280
20160125;000000;133.1400000;133.1900000;130.6800000;133.0000000;30400140
20160126;000000;131.0000000;132.4500000;130.3400000;131.8900000;25974890
20160127;000000;132.1900000;134.0000000;131.8500000;134.0000000;28637690
20160128;000000;133.8900000;136.5000000;133.1500000;136.5000000;40268690
20160129;000000;137.0000000;137.2000000;133.3300000;136.6000000;41476630
20160201;000000;136.1700000;136.3400000;132.8200000;133.9000000;31916470
20160202;000000;133.0900000;135.2800000;132.0900000;132.5000000;36220630
20160203;000000;131.8800000;133.0000000;130.9100000;131.0100000;30488970
20160204;000000;133.1600000;135.2500000;132.6200000;135.0700000;38229060
20160205;000000;134.5200000;136.2000000;133.9100000;134.4300000;24293650
20160208;000000;134.2900000;134.9700000;132.1500000;133.5000000;30562690
20160209;000000;132.9800000;135.1900000;132.4500000;132.7000000;30961170
20160210;000000;132.0700000;133.9200000;131.8000000;133.0300000;26600660
20160211;000000;132.8300000;133.0800000;129.3100000;130.4900000;44059990
20160212;000000;131.1400000;132.2300000;130.7100000;131.3000000;26884600
20160215;000000;132.0200000;133.9000000;132.0200000;133.4300000;24354840
20160216;000000;134.4500000;136.4500000;133.9500000;135.8500000;49248010
20160217;000000;135.5000000;137.2000000;135.0500000;137.1000000;31325940
20160218;000000;137.3800000;138.9000000;137.1100000;138.0000000;31929010
20160219;000000;137.2800000;137.2800000;135.6200000;136.9000000;25460140
20160220;000000;136.6200000;137.5500000;136.3100000;136.5900000;6018070
20160222;000000;136.9200000;139.9500000;136.6200000;139.9000000;19289520
20160224;000000;138.5800000;138.7500000;136.2500000;137.1500000;27638380
20160225;000000;137.6200000;139.4600000;135.5500000;137.9700000;35290550
20160226;000000;138.8300000;139.9800000;138.0000000;138.6700000;32713610
20160229;000000;137.8900000;141.5200000;137.5000000;141.4000000;37826420
20160301;000000;141.5100000;142.7500000;140.8500000;142.0000000;30217660
20160302;000000;142.6000000;143.0700000;139.7500000;140.1400000;27380390
20160303;000000;140.6300000;144.5000000;140.5000000;144.5000000;48734140
20160304;000000;144.6100000;146.1600000;143.7600000;146.1600000;33471370
20160307;000000;146.8700000;150.1500000;146.6400000;150.1500000;27999690
20160309;000000;149.0200000;149.9300000;146.0700000;147.4300000;47037430
20160310;000000;147.9300000;148.5600000;146.1600000;146.9400000;31351550
20160311;000000;147.0100000;147.2000000;143.6000000;144.3000000;36028800
20160314;000000;144.4700000;144.7100000;141.9100000;143.2000000;28135560
20160315;000000;143.4000000;144.4500000;142.0600000;142.5400000;46920120
20160316;000000;143.0300000;144.7500000;142.7200000;144.7500000;23948110
20160317;000000;145.6100000;147.4000000;145.0800000;147.2700000;47081320
20160318;000000;147.2600000;150.7400000;146.5600000;150.6500000;52456260
20160321;000000;149.5900000;149.9200000;147.7500000;149.9000000;40897430
20160322;000000;149.9800000;150.6400000;147.8000000;149.5500000;33834910
20160323;000000;149.1900000;149.5300000;145.0700000;146.0000000;32426570
20160324;000000;145.2000000;145.9500000;144.4900000;145.8000000;24544540
20160325;000000;146.2700000;146.8900000;145.8200000;146.0400000;7601070
20160328;000000;146.5400000;147.5000000;144.6000000;145.1000000;13115750
20160329;000000;144.7800000;145.1600000;142.8600000;144.7000000;24645590
20160330;000000;145.2200000;149.0900000;144.5200000;147.8000000;34338150
20160331;000000;147.5000000;148.1700000;146.0500000;147.7500000;34995930
20160401;000000;147.0200000;147.5000000;143.9300000;147.2000000;36477020
20160404;000000;147.1000000;147.5000000;145.3500000;146.3800000;28749230
20160405;000000;145.3500000;145.3500000;143.5700000;144.3400000;23195340
20160406;000000;144.8700000;145.5000000;144.0300000;144.2000000;24061380
20160407;000000;144.9500000;145.5000000;143.0500000;143.8900000;21751740
20160408;000000;144.2200000;146.0000000;144.1000000;145.7000000;23586850
20160411;000000;145.7000000;147.5000000;145.1000000;147.3000000;32124260
20160412;000000;147.3300000;149.3500000;146.0400000;148.9000000;37591280
20160413;000000;149.1000000;154.7500000;148.8800000;153.1200000;59195220
20160414;000000;153.3800000;154.9000000;149.1600000;150.4300000;50061290
20160415;000000;150.6900000;150.7100000;147.0200000;147.9900000;29363710
20160418;000000;145.9900000;146.7700000;143.2800000;146.3000000;41759810
20160419;000000;146.4500000;156.1400000;146.2000000;155.9500000;105746850
20160420;000000;155.8800000;162.3000000;155.8200000;161.9500000;97272780
20160421;000000;164.7000000;164.7600000;157.6100000;161.8000000;64442400
20160422;000000;162.1400000;162.4500000;158.2500000;161.2000000;35774040
20160425;000000;160.7100000;161.7500000;158.6100000;160.3000000;32028370
20160426;000000;159.8200000;163.3200000;159.3100000;163.0000000;34846010
20160427;000000;163.8800000;164.8000000;159.3000000;160.9900000;39121710
20160428;000000;161.0500000;164.7500000;158.9000000;164.7500000;52005470
20160429;000000;164.6000000;169.4700000;163.4200000;168.4700000;71079480
20160504;000000;166.3700000;170.4300000;158.2500000;162.4000000;68546850
20160505;000000;161.3300000;163.2400000;160.0700000;160.5000000;30050240
20160506;000000;160.7000000;160.9000000;158.5500000;159.2700000;26263080
20160510;000000;158.7300000;161.1500000;156.1500000;156.8500000;28780460
20160511;000000;157.2900000;160.4900000;156.7000000;159.4500000;29578200
20160512;000000;160.9500000;162.3400000;159.0300000;159.0300000;26322950
20160513;000000;159.4000000;160.1800000;157.3200000;159.8500000;20339630
20160516;000000;159.9800000;162.5400000;157.5000000;158.0700000;32845890
20160517;000000;155.3900000;156.0000000;150.6000000;153.5800000;64504180
20160518;000000;153.3800000;153.5000000;151.8000000;152.1000000;23065550
20160519;000000;151.4000000;155.5500000;148.3300000;148.3300000;67984240
20160520;000000;149.3300000;149.5600000;145.6400000;146.7000000;40171840
20160523;000000;146.2200000;146.4700000;143.8300000;144.3100000;27093460
20160524;000000;144.8000000;146.8000000;144.4600000;146.3500000;23788460
20160525;000000;146.9200000;148.3700000;146.3400000;146.5500000;31203360
20160526;000000;147.2900000;149.8800000;146.6300000;148.8700000;34509170
20160527;000000;148.8000000;149.8800000;147.5800000;149.8800000;30190330
20160530;000000;149.9700000;150.1500000;147.7600000;149.6000000;14846590
20160531;000000;149.7400000;150.2900000;145.5000000;145.5000000;41555100
20160601;000000;145.9000000;146.7100000;143.6300000;144.7000000;28970510
20160602;000000;144.8600000;145.6400000;142.8500000;144.0000000;23752620
20160603;000000;144.3800000;145.4300000;142.7000000;143.4100000;33540340
20160606;000000;144.3200000;147.0000000;144.2300000;146.4000000;21129730
20160607;000000;146.4400000;148.9000000;146.0000000;147.7500000;25121740
20160608;000000;148.0400000;149.1400000;145.4300000;146.9500000;29347800
20160609;000000;147.0000000;147.0000000;144.2500000;144.9800000;18916640
20160610;000000;144.7000000;144.7500000;142.4400000;142.4400000;22260060
20160614;000000;142.3300000;143.1300000;140.3800000;141.8400000;24059790
20160615;000000;141.9000000;142.6000000;140.1900000;141.5700000;31099710
20160616;000000;141.0000000;141.5500000;138.4000000;139.5000000;30689040
20160617;000000;140.2800000;142.2500000;139.3200000;139.3200000;32458200
20160620;000000;141.1400000;143.6400000;141.0700000;142.9700000;20501210
20160621;000000;142.9800000;143.8500000;141.2000000;143.5400000;22015820
20160622;000000;143.7000000;144.2000000;142.6900000;143.0000000;19369860
20160623;000000;142.9800000;144.2000000;141.3400000;144.2000000;19909870
20160624;000000;139.7700000;141.2900000;136.8700000;141.2500000;46576010
20160627;000000;141.0300000;141.7400000;138.5200000;138.5200000;23912340
20160628;000000;139.2000000;140.1200000;138.5500000;139.2400000;22642450
20160629;000000;139.6100000;140.8300000;139.2000000;140.0000000;17100220
20160630;000000;140.0700000;141.8900000;139.4300000;139.5100000;24643720
20160701;000000;139.8500000;140.7900000;138.9200000;140.0500000;15582390
20160704;000000;140.6000000;142.3500000;140.0900000;141.6000000;19154250
20160705;000000;141.7100000;141.8000000;139.9000000;140.9500000;16689420
20160706;000000;140.8000000;141.1500000;139.2000000;139.9900000;19052760
20160707;000000;140.3300000;141.8500000;139.7500000;140.3700000;23302010
20160708;000000;139.6000000;140.9000000;138.8400000;140.2700000;21892930
20160711;000000;140.7000000;141.5000000;140.3300000;141.4000000;16490540
20160712;000000;141.6000000;142.9000000;141.3800000;142.1200000;30373400
20160713;000000;142.0200000;144.1400000;141.8000000;143.6000000;27966340
20160714;000000;143.5300000;144.2400000;142.5200000;144.2000000;24766000
20160715;000000;143.9500000;147.3700000;143.7000000;147.3700000;39480210
20160718;000000;147.4000000;148.2500000;145.1200000;145.8400000;32902840
20160719;000000;139.1700000;140.0000000;138.1800000;139.4800000;39024330
20160720;000000;139.4800000;139.9500000;137.8200000;139.2600000;23900620
20160721;000000;140.0300000;140.9500000;139.1100000;140.1000000;17360920
20160722;000000;139.8800000;141.3000000;139.7000000;140.6000000;14577700
20160725;000000;140.6000000;141.9800000;139.9000000;140.7000000;17760680
20160726;000000;140.9000000;141.1100000;139.5300000;140.6900000;17780480
20160727;000000;140.4100000;140.8500000;138.3500000;139.5000000;25863340
20160728;000000;139.1500000;140.4600000;138.6100000;139.9000000;24825740
20160729;000000;139.5200000;139.6400000;136.5400000;137.3000000;35653250
20160801;000000;137.7100000;138.6900000;136.6500000;136.9300000;20353420
20160802;000000;137.0000000;137.1000000;134.2000000;134.5000000;26028980
20160803;000000;134.4400000;134.9000000;133.2000000;134.0400000;25405270
20160804;000000;134.8900000;136.7000000;134.8900000;136.7000000;25720000
20160805;000000;136.5500000;137.3300000;134.6500000;135.5000000;23375480
20160808;000000;136.0100000;137.5000000;135.7200000;137.4700000;22195680
20160809;000000;137.1200000;138.3900000;136.9300000;137.3400000;22323270
20160810;000000;137.3600000;138.6500000;137.0000000;137.4000000;21427440
20160811;000000;137.1000000;137.4900000;136.0500000;137.1900000;23156400
20160812;000000;137.4000000;138.4000000;137.0300000;137.8300000;20663170
20160815;000000;138.0300000;138.7000000;137.3700000;138.0000000;20760340
20160816;000000;138.0000000;139.3700000;137.1800000;137.9900000;28995860
20160817;000000;137.8000000;137.8000000;136.2600000;137.6800000;18189220
20160818;000000;137.5000000;138.4900000;137.3300000;138.4000000;19260560
20160819;000000;138.5000000;138.7800000;136.8000000;136.8000000;15215430
20160822;000000;136.7700000;137.8100000;136.0400000;137.8000000;13031190
20160823;000000;137.3200000;137.9000000;136.7600000;137.3700000;14092730
20160824;000000;137.2600000;137.4300000;136.2600000;137.0000000;13516700
20160825;000000;136.5100000;136.7400000;134.5000000;135.4200000;21004850
20160826;000000;135.3000000;136.4000000;134.3200000;136.2000000;20884980
20160829;000000;135.4300000;136.2000000;134.5000000;136.2000000;10441440
20160830;000000;136.2000000;136.8400000;135.5000000;135.5900000;16257610
20160831;000000;135.5500000;135.8100000;134.0000000;134.9500000;30188120
20160901;000000;135.0100000;135.8700000;134.2700000;134.9900000;21044270
20160902;000000;135.2900000;136.3500000;134.8000000;135.5500000;15665390
20160905;000000;136.0100000;137.1900000;135.7600000;136.0500000;23151350
20160906;000000;136.8600000;141.4000000;136.6100000;141.4000000;60243710
20160907;000000;141.8000000;143.4500000;141.4200000;143.0800000;49276530
20160908;000000;143.6100000;143.8300000;140.7700000;141.4500000;29096080
20160909;000000;140.8800000;140.8900000;138.5400000;138.5400000;24763060
20160912;000000;137.5000000;139.5900000;136.5300000;138.9300000;25944180
20160913;000000;138.7600000;139.7200000;138.0000000;138.4500000;16230720
20160914;000000;138.3600000;139.5700000;137.6400000;139.3500000;22805650
20160915;000000;139.2500000;139.2500000;136.5500000;137.6000000;24104480
20160916;000000;137.7000000;138.0000000;134.7300000;136.4700000;28895410
20160919;000000;136.8700000;138.1500000;136.1200000;136.5900000;16783020
20160920;000000;136.2000000;137.0200000;135.1800000;137.0000000;18088760
20160921;000000;137.2100000;137.4800000;135.5000000;136.2500000;15941150
20160922;000000;136.8600000;137.0500000;135.2300000;136.7000000;28973080
20160923;000000;136.2700000;137.8400000;135.2600000;136.7000000;29099120
20160926;000000;136.3800000;136.3900000;134.8000000;135.2600000;25528700
20160927;000000;135.5700000;135.5800000;133.8800000;133.9200000;24085290
20160928;000000;134.3600000;134.9000000;133.5700000;134.0900000;19232780
20160929;000000;135.4000000;136.8000000;135.0000000;135.3100000;23852960
20160930;000000;135.0000000;135.9500000;134.2600000;134.9000000;23620900
20161003;000000;135.1200000;136.6900000;134.8000000;135.3700000;19611020
20161004;000000;135.5100000;136.7500000;135.0500000;136.2300000;19654000
20161005;000000;136.3200000;136.3200000;134.2500000;134.8000000;21493240
20161006;000000;134.8000000;136.2400000;134.1000000;135.9000000;19679920
20161007;000000;135.8100000;136.7500000;135.2000000;136.1000000;20470490
20161010;000000;136.1700000;139.5000000;135.7500000;139.1000000;34393560
20161011;000000;139.1500000;139.8000000;138.1800000;138.9800000;32295790
20161012;000000;138.8300000;140.2300000;137.5500000;138.0700000;31957650
20161013;000000;137.7000000;137.8800000;136.5700000;137.4700000;15111600
20161014;000000;137.5700000;137.8600000;135.8300000;136.2000000;12920690
20161017;000000;136.0800000;136.4300000;135.3000000;135.5700000;14793980
20161018;000000;136.0100000;136.4600000;135.4100000;135.8100000;19026660
20161019;000000;136.1000000;136.1600000;134.7000000;135.4900000;11799010
20161020;000000;135.6900000;135.7400000;134.7000000;134.7200000;12383860
20161021;000000;135.1000000;135.3500000;133.9500000;134.9600000;15492890
20161024;000000;135.2000000;136.1400000;134.7500000;135.0500000;15300690
20161025;000000;135.2900000;135.9700000;134.8800000;135.3000000;15465450
20161026;000000;135.1100000;135.7000000;134.5500000;135.3200000;11927180
20161027;000000;135.3800000;135.6400000;134.6200000;135.0400000;12329090
20161028;000000;134.9900000;135.0400000;134.4000000;135.0000000;9968980
20161031;000000;136.3000000;139.4400000;136.1600000;138.8400000;42578620
20161101;000000;139.1500000;142.4400000;139.0100000;141.9800000;49393830
20161102;000000;141.4900000;143.6400000;140.0300000;140.8100000;43116430
20161103;000000;140.7200000;141.3000000;139.3000000;139.9000000;24853410
20161107;000000;140.5300000;140.9600000;138.5000000;138.5000000;23537810
20161108;000000;138.8100000;140.9800000;138.8100000;139.3200000;20823850
20161109;000000;138.0000000;145.6200000;137.5500000;145.6200000;78726330
20161110;000000;146.4500000;151.3000000;145.7500000;147.4000000;103024690
20161111;000000;147.5000000;149.5000000;145.7900000;147.8800000;45394160
20161114;000000;148.5700000;149.6700000;145.9600000;146.2600000;31632780
20161115;000000;146.5400000;148.0000000;145.6000000;145.9000000;23657610
20161116;000000;147.0300000;148.8000000;145.1400000;145.5000000;40872880
20161117;000000;145.8200000;147.7800000;145.3200000;147.7000000;28322110
20161118;000000;147.5100000;148.2900000;146.7400000;146.9600000;14636600
20161121;000000;147.6000000;149.8500000;147.6000000;149.6000000;26156510
20161122;000000;150.2100000;150.8300000;149.0600000;150.0000000;26476350
20161123;000000;150.2400000;150.3800000;148.5600000;149.4900000;19319250
20161124;000000;149.5300000;152.2500000;149.3500000;151.1100000;26207750
20161125;000000;150.9400000;151.6000000;149.5000000;151.3100000;17894050
20161128;000000;151.1400000;151.4800000;148.3900000;148.9400000;24390930
20161129;000000;148.8400000;149.4900000;147.3400000;147.7500000;21135180
20161130;000000;147.9900000;151.1200000;147.6000000;148.8000000;44322650
20161201;000000;149.5900000;153.7000000;149.5500000;152.8100000;57446800
20161202;000000;152.8000000;153.6400000;151.8000000;152.3500000;27070280
20161205;000000;152.1800000;153.9900000;152.0900000;153.7800000;35063240
20161206;000000;153.9200000;154.5500000;151.2700000;151.5000000;35477340
20161207;000000;151.5600000;152.6100000;150.9200000;151.9500000;23401680
20161208;000000;152.4800000;153.7000000;151.8900000;153.0500000;31360460
20161209;000000;153.5000000;153.8300000;152.1800000;152.9900000;26721530
20161212;000000;154.1800000;159.8200000;154.0300000;158.6300000;83754390
20161213;000000;158.3500000;159.2000000;157.7200000;158.9500000;43170440
20161214;000000;159.0100000;160.6200000;155.3000000;157.2000000;45516290
20161215;000000;155.7700000;158.3000000;155.7700000;158.2500000;52342400
20161216;000000;158.4800000;158.8800000;156.2000000;156.2000000;31667140
20161219;000000;157.1400000;157.7500000;154.6000000;154.6000000;17549250
20161220;000000;154.5500000;155.9500000;153.7600000;155.3000000;27856890
20161221;000000;155.4300000;156.7300000;153.0100000;153.0600000;22587980
20161222;000000;153.2100000;153.3400000;149.7200000;150.2700000;29725390
20161223;000000;150.2800000;151.1900000;147.2200000;149.0500000;24962550
20161226;000000;149.0000000;149.8600000;148.8000000;148.9500000;7009350
20161227;000000;149.0500000;151.0300000;149.0500000;150.3800000;9642840
20161228;000000;150.6000000;152.6000000;149.6000000;151.0000000;17016680
20161229;000000;150.7200000;153.2900000;149.9000000;152.6200000;14803850
20161230;000000;152.6400000;154.5500000;152.6000000;154.5500000;15709020
20170103;000000;154.4600000;158.2000000;154.1200000;157.7000000;24739730
20170104;000000;156.9900000;157.4400000;155.7600000;157.4400000;15488900
20170105;000000;157.2400000;158.7000000;153.1700000;154.0000000;25440490
